,sensitivity,JF,method,experiment,subject_idx
455,90.85714285714286,98.10126582278481,WQRS,walking,13
456,100.0,99.67845659163987,Elgendi_et_al,hand_bike,13
457,96.44970414201184,45.45454545454546,Matched_filter,hand_bike,13
458,100.0,71.42857142857143,Wavelet_transform,hand_bike,13
459,99.40828402366864,100.0,Engzee,hand_bike,13
460,99.40828402366864,100.0,Christov,hand_bike,13
461,100.0,71.42857142857143,Hamilton,hand_bike,13
462,100.0,71.42857142857143,Pan_Tompkins,hand_bike,13
463,92.3076923076923,99.0228013029316,WQRS,hand_bike,13
464,99.62264150943396,71.42857142857143,Elgendi_et_al,jogging,13
465,93.58490566037736,100.0,Matched_filter,jogging,13
466,100.0,71.42857142857143,Wavelet_transform,jogging,13
467,99.62264150943396,100.0,Engzee,jogging,13
468,100.0,100.0,Christov,jogging,13
469,99.62264150943396,71.42857142857143,Hamilton,jogging,13
470,100.0,71.42857142857143,Pan_Tompkins,jogging,13
471,92.83018867924528,98.17444219066938,WQRS,jogging,13
472,99.3006993006993,100.0,Elgendi_et_al,sitting,14
473,99.3006993006993,100.0,Matched_filter,sitting,14
474,99.3006993006993,38.46153846153847,Wavelet_transform,sitting,14
475,99.3006993006993,100.0,Engzee,sitting,14
476,99.3006993006993,100.0,Christov,sitting,14
477,100.0,100.0,Hamilton,sitting,14
478,99.3006993006993,26.31578947368421,Pan_Tompkins,sitting,14
479,100.0,100.0,WQRS,sitting,14
480,100.0,100.0,Elgendi_et_al,maths,14
481,99.32885906040269,100.0,Matched_filter,maths,14
